Unnamed: 0,canonical_smiles,molecule_chembl_id,pchembl_value,target_chembl_id,target_pref_name,value
191253,Oc1cc(F)ccc1c2oc(\C=C\3/SC(=O)NC3=O)cc2,CHEMBL379156,4.7,CHEMBL3130,PI3-kinase p110-delta subunit,20000.0
191254,COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@@]5(C)[C@H]4CCC5=O)OC(=O)C)[C@]1(C)c23,CHEMBL428496,8.05,CHEMBL3130,PI3-kinase p110-delta subunit,9.0
191255,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,CHEMBL98350,5.88,CHEMBL3130,PI3-kinase p110-delta subunit,1330.0
191256,Nc1nc(N)c2nc(c3cccc(O)c3)c(nc2n1)c4cccc(O)c4,CHEMBL230011,6.63,CHEMBL3130,PI3-kinase p110-delta subunit,235.0
191257,CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],CHEMBL393525,6.04,CHEMBL3130,PI3-kinase p110-delta subunit,0.91
191258,CN(\N=C\c1cnc2ccccn12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],CHEMBL239050,5.27,CHEMBL3130,PI3-kinase p110-delta subunit,5.4
191259,CN(\N=C\c1cncc2ccc(Br)cc12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],CHEMBL240336,5.05,CHEMBL3130,PI3-kinase p110-delta subunit,9.0
191260,CN(\N=C\c1cncc2ccccc12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],CHEMBL240335,5.44,CHEMBL3130,PI3-kinase p110-delta subunit,3.6
191261,N#CCc1ccc(cc1)n2cnc3cnc4ccc(cc4c23)C#Cc5cccnc5,CHEMBL272265,7.01,CHEMBL3130,PI3-kinase p110-delta subunit,98.0
191262,CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)C#Cc5cccnc5,CHEMBL255592,6.7,CHEMBL3130,PI3-kinase p110-delta subunit,201.0
191263,CC(C#N)c1ccc(cc1)n2c(C)nc3cnc4ccc(cc4c23)C#Cc5cccnc5,CHEMBL270638,7.46,CHEMBL3130,PI3-kinase p110-delta subunit,35.0
191264,COC[C@H]1OC(=O)\C(=C\N(C)CCCN(C)C)\C2=C(O)C(=O)C3=C([C@@H](C[C@]4(C)[C@@H](O)CC[C@@H]34)OC(=O)C)[C@@]12C,CHEMBL410643,7.96,CHEMBL3130,PI3-kinase p110-delta subunit,0.011
191265,Cn1cc(cn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL512440,7.5,CHEMBL3130,PI3-kinase p110-delta subunit,32.0
191266,Cc1ccc(nn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL469209,6.86,CHEMBL3130,PI3-kinase p110-delta subunit,139.0
191267,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cn[nH]c5,CHEMBL512092,7.8,CHEMBL3130,PI3-kinase p110-delta subunit,16.0
191268,Cc1n[nH]c(C)c1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL498184,7.5,CHEMBL3130,PI3-kinase p110-delta subunit,32.0
191269,CC(C)(O)Cn1cc(cn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL498185,7.27,CHEMBL3130,PI3-kinase p110-delta subunit,54.0
191270,Cc1nn(CC(C)(C)O)c(C)c1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL498383,7.19,CHEMBL3130,PI3-kinase p110-delta subunit,65.0
191271,CCn1cc(cn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL521721,7.77,CHEMBL3130,PI3-kinase p110-delta subunit,17.0
191272,CCn1nc(C)c(c1C)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL496331,7.37,CHEMBL3130,PI3-kinase p110-delta subunit,43.0
191273,COCC(O)Cn1cc(cn1)c2ccc3OCCN(c4nc5CC(C)(C)NC(=O)c5s4)c3c2,CHEMBL496332,7.85,CHEMBL3130,PI3-kinase p110-delta subunit,14.0
191274,CN(C)CCCn1cc(cn1)c2ccc3OCCN(c4nc5CC(C)(C)NC(=O)c5s4)c3c2,CHEMBL498392,7.54,CHEMBL3130,PI3-kinase p110-delta subunit,29.0
191275,Cc1nn(C)c(C)c1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL525352,7.35,CHEMBL3130,PI3-kinase p110-delta subunit,45.0
191276,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cnn(Cc6ccccc6)c5,CHEMBL522069,8.4,CHEMBL3130,PI3-kinase p110-delta subunit,4.0
191277,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cnn(Cc6cccnc6)c5,CHEMBL496541,8.4,CHEMBL3130,PI3-kinase p110-delta subunit,4.0
191278,Cc1nn(C)cc1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL496542,8.1,CHEMBL3130,PI3-kinase p110-delta subunit,8.0
191279,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cnn(CCN)c5,CHEMBL498000,7.41,CHEMBL3130,PI3-kinase p110-delta subunit,39.0
191280,Cc1nn(CCCN)cc1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL526463,8.4,CHEMBL3130,PI3-kinase p110-delta subunit,4.0
191281,Cn1ncc(c1N)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL498001,7.44,CHEMBL3130,PI3-kinase p110-delta subunit,36.0
191282,COC[C@@H](O)Cn1cc(cn1)c2ccc3OCCN(c4nc5CC(C)(C)NC(=O)c5s4)c3c2,CHEMBL498002,7.85,CHEMBL3130,PI3-kinase p110-delta subunit,14.0
191283,COC[C@H](O)Cn1cc(cn1)c2ccc3OCCN(c4nc5CC(C)(C)NC(=O)c5s4)c3c2,CHEMBL489602,8.05,CHEMBL3130,PI3-kinase p110-delta subunit,9.0
191284,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(Nc5ccc(nn5)N6CCNCC6)cc34,CHEMBL491440,7.68,CHEMBL3130,PI3-kinase p110-delta subunit,21.0
191285,CN1CCN(CC1)c2ccc(Nc3ccc4OCCN(c4c3)c5nc6CC(C)(C)NC(=O)c6s5)nn2,CHEMBL491441,7.52,CHEMBL3130,PI3-kinase p110-delta subunit,30.0
191286,Cc1cc(C)c(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1,CHEMBL491641,6.61,CHEMBL3130,PI3-kinase p110-delta subunit,245.0
191287,Cc1ccc(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1,CHEMBL490428,8.4,CHEMBL3130,PI3-kinase p110-delta subunit,4.0
191288,CN(C)c1ccc(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1,CHEMBL489596,7.92,CHEMBL3130,PI3-kinase p110-delta subunit,12.0
191289,COc1ccc(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1,CHEMBL522910,8.15,CHEMBL3130,PI3-kinase p110-delta subunit,7.0
191290,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(Nc5ccc(nn5)c6ccccc6)cc34,CHEMBL496940,8.22,CHEMBL3130,PI3-kinase p110-delta subunit,6.0
191291,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5ccc(nn5)N6CCNCC6,CHEMBL496941,6.99,CHEMBL3130,PI3-kinase p110-delta subunit,103.0
191292,CN1CCN(CC1)c2ccc(nn2)c3ccc4OCCN(c4c3)c5nc6CC(C)(C)NC(=O)c6s5,CHEMBL498379,6.64,CHEMBL3130,PI3-kinase p110-delta subunit,231.0
191293,CN(C)c1ccc(nn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL498586,6.99,CHEMBL3130,PI3-kinase p110-delta subunit,103.0
191294,COc1ccc(nn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4,CHEMBL498587,7.05,CHEMBL3130,PI3-kinase p110-delta subunit,89.0
191295,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5ccc(N)nn5,CHEMBL524466,7.14,CHEMBL3130,PI3-kinase p110-delta subunit,72.0
191296,C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OC4CCN(C)CC4)cc23)c5ccccc5C(F)(F)F,CHEMBL1615278,6.28,CHEMBL3130,PI3-kinase p110-delta subunit,530.0
191297,C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(OC4CCN(C)CC4)cc23)c5ccccc5Cl,CHEMBL1794070,6.36,CHEMBL3130,PI3-kinase p110-delta subunit,440.0
191298,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,CHEMBL521851,8.52,CHEMBL3130,PI3-kinase p110-delta subunit,0.003
191299,CC1(C)CC(=O)c2sc(nc2C1)N3CCOCC3,CHEMBL469099,6.15,CHEMBL3130,PI3-kinase p110-delta subunit,701.0
